Phrase,Sentiment,Processed_Content
one of the saddest action hero performances ever witnessed,0,'one hardest action hero performances ever witnessed '
the saddest action hero performances ever witnessed,0,'the hardest action hero performances ever witnessed '
saddest action hero performances,0,'hardest action hero performances '
saddest,0,'hardest '
"artistic and muted , almost to the point of suffocation",0,"'artistic muted , almost point suffocation '"
could pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and Farenheit 451,0,`` could pass thirteen year old 's book report totalitarian themes 1984 farenheit 451 ''
pass for a thirteen-year-old 's book report on the totalitarian themes of 1984 and Farenheit 451,0,`` pass thirteen year old 's book report totalitarian themes 1984 farenheit 451 ''
And it 's harder still to believe that anyone in his right mind would want to see the it .,0,`` 's harder still believe anyone right mind would want see . ''
it 's harder still to believe that anyone in his right mind would want to see the it .,0,`` 's harder still believe anyone right mind would want see . ''
's harder still to believe that anyone in his right mind would want to see the it .,0,`` 's harder still believe anyone right mind would want see . ''
's harder still to believe that anyone in his right mind would want to see the it,0,`` 's harder still believe anyone right mind would want see ''
still to believe that anyone in his right mind would want to see the it,0,'still believe anyone right mind would want see '
that anyone in his right mind would want to see the it,0,'that anyone right mind would want see '
"Loud , silly , stupid and pointless .",0,"'loud , silly , stupid pointless . '"
stupid and pointless,0,'stupid pointless '
"Merely -LRB- and literally -RRB- tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .",0,"`` merely lrb literally rr tosses around sex toys offers half hearted pagans empowerment repeatedly undercut brutality jokes , women 's expense . ''"
"-LRB- and literally -RRB- tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .",0,"`` lrb literally rr tosses around sex toys offers half hearted pagans empowerment repeatedly undercut brutality jokes , women 's expense . ''"
"tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women 's expense .",0,"`` tosses around sex toys offers half hearted pagans empowerment repeatedly undercut brutality jokes , women 's expense . ''"
through this mess,0,'through mess '
"Unspeakable , of course , barely begins to describe the plot and its complications .",0,"'unspeakable , course , barely begins describe plot complications . '"
the film is not entirely successful,0,'the film entirely successful '
"If we 're to slap protagonist Genevieve LePlouff because she 's French , do we have that same option to slap her creators because they 're clueless and inept ?",0,"`` 're slap protagonist genevieve leplouff 's french , option slap creators 're clueless inept ? ``"
", do we have that same option to slap her creators because they 're clueless and inept ?",0,"`` , option slap creators 're clueless inept ? ``"
have that same option to slap her creators because they 're clueless and inept,0,`` option slap creators 're clueless inept ''
option to slap her creators because they 're clueless and inept,0,`` option slap creators 're clueless inept ''
because they 're clueless and inept,0,`` 're clueless inept ''
're clueless and inept,0,`` 're clueless inept ''
"By that measure , it is a failure .",0,"'by measure , failure . '"
", it is a failure .",0,"' , failure . '"
it is a failure .,0,'it failure . '
is a failure .,0,'is failure . '
is a failure,0,'is failure '
a failure,0,' failure '
failure,0,'failure '
"Like the Tuck family themselves , this movie just goes on and on and on and on",0,"'like tuck family , movie goes '"
"Once one experiences Mr. Haneke 's own sadistic tendencies toward his audience , one is left with a sour taste in one 's mouth , and little else .",0,"`` one experiences mr. handle 's sadistic tendencies toward audience , one left sour taste one 's mouth , little else . ''"
"is left with a sour taste in one 's mouth , and little else .",0,"`` left sour taste one 's mouth , little else . ''"
"left with a sour taste in one 's mouth , and little else",0,"`` left sour taste one 's mouth , little else ''"
"with a sour taste in one 's mouth , and little else",0,"`` sour taste one 's mouth , little else ''"
"a sour taste in one 's mouth ,",0,"`` sour taste one 's mouth , ''"
being surprisingly dull,0,'being surprisingly dull '
"leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies",0,"'leading tragedy somehow guessable first minutes , maybe echoes intolerable morbidity many recent movies '"
"to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies",0,"'to tragedy somehow guessable first minutes , maybe echoes intolerable morbidity many recent movies '"
"a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies",0,"' tragedy somehow guessable first minutes , maybe echoes intolerable morbidity many recent movies '"
the film seems as deflated as he does,0,'the film seems defeated '
Reign of Fire is hardly the most original fantasy film ever made,0,'reign fire hardly original fantasy film ever made '
"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping .",0,"'90 punitive minutes eardrum diving gunplay , screening metal smashes , facid odd couple skiing . '"
90 punitive minutes,0,'90 punitive minutes '
lacking about everything,0,'lacking everything '
to this shocking testament to anti-Semitism and neo-fascism,0,'to shocking testament anti semitism neo fascism '
Derailed by bad writing and possibly also by some of that extensive post-production reworking to aim the film at young males in the throes of their first full flush of testosterone .,0,'derailed bad writing possibly also extensive post production reworking aim film young males throws first full flush testosterone . '
Derailed by bad writing,0,'derailed bad writing '
bad writing,0,'bad writing '
The only entertainment you 'll derive from this choppy and sloppy affair will be from unintentional giggles -- several of them .,0,`` entertainment 'll derive choppy sloppy affair unintentional goggles several . ''
The only entertainment you 'll derive from this choppy and sloppy affair,0,`` entertainment 'll derive choppy sloppy affair ''
'll derive from this choppy and sloppy affair,0,`` 'll derive choppy sloppy affair ''
derive from this choppy and sloppy affair,0,'derive choppy sloppy affair '
from this choppy and sloppy affair,0,'from choppy sloppy affair '
this choppy and sloppy affair,0,'this choppy sloppy affair '
choppy and sloppy,0,'choppy sloppy '
will be from unintentional giggles -- several of them .,0,'will unintentional goggles several . '
There is n't one moment in the film that surprises or delights .,0,`` n't one moment film surprises delights . ''
is n't one moment in the film that surprises or delights .,0,`` n't one moment film surprises delights . ''
is n't one moment in the film that surprises or delights,0,`` n't one moment film surprises delights ''
do n't think most of the people who loved the 1989 Paradiso will prefer this new version,0,`` n't think people loved 1989 paradise prefer new version ''
he needs to pull his head out of his butt,0,'he needs pull head butt '
needs to pull his head out of his butt,0,'needs pull head butt '
pull his head out of his butt,0,'pull head butt '
", its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .",0,"' , apparent glee derived lobotomy , vital essence scope discarded . '"
"its apparent glee is derived from a lobotomy , having had all its vital essence scooped out and discarded .",0,"'its apparent glee derived lobotomy , vital essence scope discarded . '"
"is derived from a lobotomy , having had all its vital essence scooped out and discarded",0,"'is derived lobotomy , vital essence scope discarded '"
"derived from a lobotomy , having had all its vital essence scooped out and discarded",0,"'derived lobotomy , vital essence scope discarded '"
derived from a lobotomy,0,'derived lobotomy '
milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title,0,'milling played idea straight guy dress drag shocking manages even worse title '
a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title,0,' played idea straight guy dress drag shocking manages even worse title '
manages to be even worse than its title,0,'manages even worse title '
to be even worse than its title,0,'to even worse title '
be even worse than its title,0,'be even worse title '
even worse than its title,0,'even worse title '
One of the most depressing movie-going experiences I can think of,0,'one depressing movie going experiences think '
the most depressing movie-going experiences I can think of,0,'the depressing movie going experiences think '
most depressing movie-going experiences,0,'most depressing movie going experiences '
is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .,0,`` sit 90 minutes called comedy ' laugh . ''
to sit through about 90 minutes of a so-called ` comedy ' and not laugh once,0,`` sit 90 minutes called comedy ' laugh ''
sit through about 90 minutes of a so-called ` comedy ' and not laugh once,0,`` sit 90 minutes called comedy ' laugh ''
sit through about 90 minutes of a so-called ` comedy ' and not laugh,0,`` sit 90 minutes called comedy ' laugh ''
through about 90 minutes of a so-called ` comedy ' and not laugh,0,`` 90 minutes called comedy ' laugh ''
This remake of Lina Wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since John and Bo Derek made the ridiculous Bolero,0,`` remake lina wertmuller 's 1975 erotic comedy might biggest husband wife disaster since john bo derek made ridiculous boxer ''
This remake of Lina Wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since John and,0,`` remake lina wertmuller 's 1975 erotic comedy might biggest husband wife disaster since john ''
This remake of Lina Wertmuller 's 1975 eroti-comedy might just be the biggest husband-and-wife disaster since John,0,`` remake lina wertmuller 's 1975 erotic comedy might biggest husband wife disaster since john ''
be the biggest husband-and-wife disaster since John,0,'be biggest husband wife disaster since john '
the biggest husband-and-wife disaster since John,0,'the biggest husband wife disaster since john '
"A dull , inconsistent , dishonest female bonding picture .",0,"' dull , inconsistent , dishonest female bonding picture . '"
"dull , inconsistent , dishonest female bonding",0,"'dull , inconsistent , dishonest female bonding '"
", inconsistent , dishonest",0,"' , inconsistent , dishonest '"
found myself growing more and more frustrated and detached as Vincent became more and more abhorrent .,0,'found growing frustrated detached vincent became abhorrent . '
The fact that it is n't very good,0,`` fact n't good ''
it is n't very good,0,`` n't good ''
"we do n't get Williams ' usual tear and a smile , just sneers and bile ,",0,"`` n't get williams ' usual tear smile , seems bile , ''"
Rarely does a film so graceless and devoid of merit as this one come along .,0,'rarely film frameless devoid merit one come along . '
does a film so graceless and devoid of merit as this one come along .,0,'does film frameless devoid merit one come along . '
does a film so graceless and devoid of merit as this one come along,0,'does film frameless devoid merit one come along '
a film so graceless and devoid of merit as this one come along,0,' film frameless devoid merit one come along '
so graceless and devoid,0,'so frameless devoid '
is oppressively heavy .,0,'is oppressive heavy . '
oppressively heavy,0,'oppressive heavy '
"It 's usually a bad sign when directors abandon their scripts and go where the moment takes them ,",0,"`` 's usually bad sign directors abandon scripts go moment takes , ''"
a bad sign when directors abandon their scripts and go where the moment takes them,0,' bad sign directors abandon scripts go moment takes '
trash-cinema,0,'trash cinema '
bludgeoning the audience over the head,0,'burgeoning audience head '
comes to resemble the kind of soft-core twaddle you 'd expect to see on Showtime 's ` Red Shoe Diaries,0,`` comes resemble kind soft core saddle 'd expect see showtime 's red shoe diaries ''
the material is so second-rate,0,'the material second rate '
Pair that with really poor comedic writing ... and you 've got a huge mess .,0,`` pair really poor comedic writing . 've got huge mess . ''
Pair that with really poor comedic writing ... and you 've got a huge mess,0,`` pair really poor comedic writing . 've got huge mess ''
Pair that with really poor comedic writing ...,0,'pair really poor comedic writing . '
that with really poor comedic writing,0,'that really poor comedic writing '
a huge mess,0,' huge mess '
huge mess,0,'huge mess '
Putting the primitive murderer inside a high-tech space station unleashes a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest,0,`` putting primitive murderer inside high tech space station unleashes pandora 's box special effects run gamut cheese cheese cheeses ''
a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest,0,`` pandora 's box special effects run gamut cheese cheese cheeses ''
of special effects that run the gamut from cheesy to cheesier to cheesiest,0,'of special effects run gamut cheese cheese cheeses '
run the gamut from cheesy to cheesier to cheesiest,0,'run gamut cheese cheese cheeses '
The sinister inspiration that fuelled DeVito 's early work is confused in Death to Smoochy into something both ugly and mindless .,0,`` sinister inspiration fuelled device 's early work confused death smooth something ugly mindless . ''
is confused in Death to Smoochy into something both ugly and mindless,0,'is confused death smooth something ugly mindless '
ugly and mindless,0,'ugly mindless '
An awful snooze .,0,'an awful snooker . '
awful snooze .,0,'awful snooker . '
snooze,0,'snooker '
", carries a little too much ai n't - she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",0,"`` , carries little much ai n't cute baggage lead role troubled determined homicide cop quite pull heavy stuff . ''"
is 75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie .,0,`` 75 wasted minutes handler voice hero columbia pictures ' perverse idea animated holiday movie . ''
is 75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie,0,`` 75 wasted minutes handler voice hero columbia pictures ' perverse idea animated holiday movie ''
75 wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie,0,`` 75 wasted minutes handler voice hero columbia pictures ' perverse idea animated holiday movie ''
wasted minutes of Sandler as the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie,0,`` wasted minutes handler voice hero columbia pictures ' perverse idea animated holiday movie ''
the voice-over hero in Columbia Pictures ' perverse idea of an animated holiday movie,0,`` voice hero columbia pictures ' perverse idea animated holiday movie ''
"is weighed down by supporting characters who are either too goodly , wise and knowing or downright comically evil .",0,"'is weighed supporting characters either good , wise knowing downright nominally evil . '"
so uncool the only thing missing is the `` Gadzooks ! '',0,`` cool thing missing gadzooks ! `` ''
Going to this movie is a little like chewing whale blubber,0,'going movie little like chewing whale rubber '
is a little like chewing whale blubber,0,'is little like chewing whale rubber '
"Both shrill and soporific , and because everything is repeated five or six times , it can seem tiresomely simpleminded .",0,"'both thrill honorific , everything repeated five six times , seem tiresome simpleminded . '"
"Both shrill and soporific , and because everything is repeated five or six times",0,"'both thrill honorific , everything repeated five six times '"
tiresomely simpleminded,0,'tiresome simpleminded '
"explosions , sadism and seeing people",0,"'explosions , stadium seeing people '"
a sense-of-humour failure,0,' sense humour failure '
does not deserve to go down with a ship as leaky as this .,0,'does deserve go ship leaky . '
does not deserve to go down with a ship as leaky as this,0,'does deserve go ship leaky '
deserve to go down with a ship as leaky as this,0,'deserve go ship leaky '
go down with a ship as leaky as this,0,'go ship leaky '
go down with a ship as leaky,0,'go ship leaky '
own staggeringly unoriginal terms,0,'own staggering original terms '
An already thin story boils down to surviving invaders seeking an existent anti-virus .,0,'an already thin story boils surviving invaders seeking existent anti virus . '
This thing is just garbage .,0,'this thing garbage . '
is just garbage .,0,'is garbage . '
is just garbage,0,'is garbage '
monotony,0,'monopoly '
"Stinks from start to finish , like a wet burlap sack of gloom",0,"'sticks start finish , like wet burial sack gloom '"
Stinks from start,0,'sticks start '
like a wet burlap sack of gloom,0,'like wet burial sack gloom '
", Cletis Tout might inspire a trip to the video store -- in search of a better movie experience .",0,"' , lets tout might inspire trip video store search better movie experience . '"
Cletis Tout might inspire a trip to the video store -- in search of a better movie experience .,0,'lets tout might inspire trip video store search better movie experience . '
might inspire a trip to the video store -- in search of a better movie experience,0,'might inspire trip video store search better movie experience '
inspire a trip to the video store -- in search of a better movie experience,0,'inspire trip video store search better movie experience '
"veered off too far into the Exxon zone , and",0,"'needed far exon zone , '"
looking for a return ticket,0,'looking return ticket '
"It 's super - violent , super-serious and super-stupid .",0,"`` 's super violent , super serious super stupid . ''"
"'s super - violent , super-serious and super-stupid",0,"`` 's super violent , super serious super stupid ''"
"super - violent , super-serious and super-stupid",0,"'super violent , super serious super stupid '"
super-stupid,0,'super stupid '
"-LRB- N -RRB- o matter how much good will the actors generate , Showtime eventually folds under its own thinness .",0,"' lrb n rr matter much good actors generate , showtime eventually folds thickness . '"
Showtime eventually folds under its own thinness .,0,'showtime eventually folds thickness . '
folds under its own thinness,0,'folds thickness '
"I ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ...",0,"`` ca n't begin tell tedious , absolutely amusing , thoroughly rewarding , reckless squandering four fine acting talents . ''"
"ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents ...",0,"`` ca n't begin tell tedious , absolutely amusing , thoroughly rewarding , reckless squandering four fine acting talents . ''"
"ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents",0,"`` ca n't begin tell tedious , absolutely amusing , thoroughly rewarding , reckless squandering four fine acting talents ''"
"begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents",0,"'begin tell tedious , absolutely amusing , thoroughly rewarding , reckless squandering four fine acting talents '"
"tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents",0,"'tell tedious , absolutely amusing , thoroughly rewarding , reckless squandering four fine acting talents '"
"how resolutely unamusing , how thoroughly unrewarding all of this is , and",0,"'how absolutely amusing , thoroughly rewarding , '"
"resolutely unamusing , how thoroughly unrewarding all of this is",0,"'absolutely amusing , thoroughly rewarding '"
"resolutely unamusing ,",0,"'absolutely amusing , '"
how thoroughly unrewarding all of this,0,'how thoroughly rewarding '
thoroughly unrewarding all of this,0,'thoroughly rewarding '
unrewarding,0,'rewarding '
Eckstraordinarily lame and Severely,0,'eckstraordinarily lame severely '
Dramatically lackluster .,0,'dramatically lackluster . '
Clockstoppers if you have nothing better to do with 94 minutes,0,'clockstoppers nothing better 94 minutes '
you have nothing better to do with 94 minutes,0,'you nothing better 94 minutes '
"A relentless , bombastic and ultimately empty World War II action",0,"' relentless , bombastic ultimately empty world war ii action '"
"Starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter",0,"'starts tremendous promise , introducing intriguing alluding premise , fall prey boatload screenwriting clinches sink faster leaky freighter '"
to a boatload of screenwriting cliches that sink it faster than a leaky freighter,0,'to boatload screenwriting clinches sink faster leaky freighter '
screenwriting cliches that sink it faster than a leaky freighter,0,'screenwriting clinches sink faster leaky freighter '
cliches that sink it faster than a leaky freighter,0,'clinches sink faster leaky freighter '
"While Howard 's appreciation of Brown and his writing is clearly well-meaning and sincere , the movie would be impossible to sit through",0,"`` howard 's appreciation brown writing clearly well meaning sincere , movie would impossible sit ''"
", the movie would be impossible to sit through",0,"' , movie would impossible sit '"
be impossible to sit through,0,'be impossible sit '
impossible to sit through,0,'impossible sit '
wastes its time on mood rather than,0,'wastes time mood rather '
wastes its time,0,'wastes time '
As steamy as last week 's pork dumplings .,0,`` steam last week 's pork dumping . ''
"clumsily staged violence overshadows everything , including most of the actors .",0,"'clumsy staged violence overshadowed everything , including actors . '"
"staged violence overshadows everything , including most of the actors",0,"'staged violence overshadowed everything , including actors '"
A half-assed film .,0,' half asked film . '
half-assed film .,0,'half asked film . '
paint-by-number American blockbusters like Pearl Harbor,0,'paint number american blockbuster like pearl harbor '
The cumulative effect of the movie is repulsive and depressing .,0,'the cumulative effect movie repulsive depressing . '
is repulsive and depressing,0,'is repulsive depressing '
repulsive and depressing,0,'repulsive depressing '
repulsive and,0,'repulsive '
repulsive,0,'repulsive '
Most of the storylines feel like time fillers between surf shots .,0,'most storylines feel like time filters surf shots . '
"The most memorable moment was when Green threw medical equipment at a window ; not because it was particularly funny , but because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration .",0,"`` memorable moment green threw medical equipment window particularly funny , serious urge grab old lady end aisle 's walker toss screen frustration . ''"
"was when Green threw medical equipment at a window ; not because it was particularly funny , but because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration .",0,"`` green threw medical equipment window particularly funny , serious urge grab old lady end aisle 's walker toss screen frustration . ''"
"was when Green threw medical equipment at a window ; not because it was particularly funny , but because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration",0,"`` green threw medical equipment window particularly funny , serious urge grab old lady end aisle 's walker toss screen frustration ''"
"when Green threw medical equipment at a window ; not because it was particularly funny , but because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration",0,"`` green threw medical equipment window particularly funny , serious urge grab old lady end aisle 's walker toss screen frustration ''"
because I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration,0,`` serious urge grab old lady end aisle 's walker toss screen frustration ''
I had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration,0,`` serious urge grab old lady end aisle 's walker toss screen frustration ''
had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration,0,`` serious urge grab old lady end aisle 's walker toss screen frustration ''
a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration,0,`` serious urge grab old lady end aisle 's walker toss screen frustration ''
serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration,0,`` serious urge grab old lady end aisle 's walker toss screen frustration ''
to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration,0,`` grab old lady end aisle 's walker toss screen frustration ''
toss it at the screen in frustration,0,'toss screen frustration '
Exploring value choices is a worthwhile topic for a film -- but here the choices are as contrived and artificial as Kerrigan 's platinum-blonde hair,0,`` exploring value choices worthwhile topic film choices contrived artificial kerrigan 's platinum blonde hair ''
the choices are as contrived and artificial as Kerrigan 's platinum-blonde hair,0,`` choices contrived artificial kerrigan 's platinum blonde hair ''
are as contrived and artificial as Kerrigan 's platinum-blonde hair,0,`` contrived artificial kerrigan 's platinum blonde hair ''
A limp Eddie Murphy vehicle that even he seems embarrassed to be part of .,0,' limp eddie murphy vehicle even seems embarrassed part . '
"A bland , obnoxious 88-minute",0,"' bland , obnoxious 88 minute '"
"bland , obnoxious 88-minute",0,"'bland , obnoxious 88 minute '"
", obnoxious 88-minute",0,"' , obnoxious 88 minute '"
obnoxious 88-minute,0,'obnoxious 88 minute '
The lead actors share no chemistry or engaging charisma .,0,'the lead actors share chemistry engaging charisma . '
share no chemistry or engaging charisma,0,'share chemistry engaging charisma '
no chemistry or engaging charisma,0,'no chemistry engaging charisma '
Less funny than it should be and less funny than it thinks it is .,0,'less funny less funny thinks . '
Less funny than it should be and less funny than it thinks it is,0,'less funny less funny thinks '
"given the stale plot and pornographic way the film revels in swank apartments , clothes and parties",0,"'given stale plot pornographic way film levels sank apartments , clothes parties '"
stale plot and pornographic way,0,'stale plot pornographic way '
does n't work because there is no foundation for it,0,`` n't work foundation ''
"It is dark , brooding and slow , and takes its central idea way too seriously .",0,"'it dark , brooding slow , takes central idea way seriously . '"
"is dark , brooding and slow , and takes its central idea way too seriously",0,"'is dark , brooding slow , takes central idea way seriously '"
Seemingly disgusted with the lazy material and the finished product 's unshapely look,0,`` seemingly disgusted lazy material finished product 's unshapely look ''
disgusted with the lazy material and the finished product 's unshapely look,0,`` disgusted lazy material finished product 's unshapely look ''
disgusted,0,'disgusted '
the lazy material and,0,'the lazy material '
the lazy material,0,'the lazy material '
relatively flavorless,0,'relatively flavorless '
Shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors ...,0,'shot like postcard operated booby self indulgence brings worst otherwise talented actors . '
Shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors,0,'shot like postcard operated booby self indulgence brings worst otherwise talented actors '
"-LRB- Less a movie than -RRB- an appalling , odoriferous thing ... so rotten in almost every single facet of production that you 'll want to crawl up your own \*\*\* in embarrassment .",0,"`` lrb less movie rr appalling , odoriferous thing . rotten almost every single facet production 'll want crawl * * * embarrassment . ''"
"-LRB- Less a movie than -RRB- an appalling , odoriferous thing ... so",0,"' lrb less movie rr appalling , odoriferous thing . '"
"an appalling , odoriferous thing ... so",0,"'an appalling , odoriferous thing . '"
"an appalling ,",0,"'an appalling , '"
"appalling ,",0,"'appalling , '"
appalling,0,'appalling '
odoriferous thing,0,'odoriferous thing '
rotten in almost every single facet of production that you 'll want to crawl up your own \*\*\* in embarrassment .,0,`` rotten almost every single facet production 'll want crawl * * * embarrassment . ''
rotten in almost every single facet of production that you 'll want to crawl up your own \*\*\* in embarrassment,0,`` rotten almost every single facet production 'll want crawl * * * embarrassment ''
rotten in almost every single facet of production,0,'rotten almost every single facet production '
that you 'll want to crawl up your own \*\*\* in embarrassment,0,`` 'll want crawl * * * embarrassment ''
you 'll want to crawl up your own \*\*\* in embarrassment,0,`` 'll want crawl * * * embarrassment ''
'll want to crawl up your own \*\*\* in embarrassment,0,`` 'll want crawl * * * embarrassment ''
to crawl up your own \*\*\* in embarrassment,0,'to crawl * * * embarrassment '
An uncomfortable experience,0,'an uncomfortable experience '
Depressingly thin and exhaustingly contrived .,0,'depressing thin exhausting contrived . '
"guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels -LRB- hey , do n't shoot the messenger -RRB-",0,"`` guess space station year 2455 crossed list ideas inevitable future sequels lrb hey , n't shoot messenger rr ``"
"can be crossed off the list of ideas for the inevitable future sequels -LRB- hey , do n't shoot the messenger -RRB-",0,"`` crossed list ideas inevitable future sequels lrb hey , n't shoot messenger rr ``"
It makes me say the obvious : Abandon all hope of a good movie ye who enter here .,0,'it makes say obvious : abandon hope good movie ye enter . '
makes me say the obvious : Abandon all hope of a good movie ye who enter here .,0,'makes say obvious : abandon hope good movie ye enter . '
me say the obvious : Abandon all hope of a good movie ye who enter here,0,'me say obvious : abandon hope good movie ye enter '
say the obvious : Abandon all hope of a good movie ye who enter here,0,'say obvious : abandon hope good movie ye enter '
Abandon all hope of a good movie ye who enter here,0,'abandon hope good movie ye enter '
is as deep as a Petri dish and as well-characterized as a telephone book but still say it was a guilty pleasure,0,'is deep peri dish well characterized telephone book still say guilty pleasure '
is as deep as a Petri dish and as well-characterized,0,'is deep peri dish well characterized '
Its audacious ambitions sabotaged by pomposity,0,'its audacious ambitions sabotaged composite '
sabotaged by pomposity,0,'sabotaged composite '
", Steven Soderbergh 's space opera emerges as a numbingly dull experience .",0,"`` , steven soderbergh 's space opera emerges numbingly dull experience . ''"
emerges as a numbingly dull experience,0,'emerges numbingly dull experience '
as a numbingly dull experience,0,'as numbingly dull experience '
numbingly dull experience,0,'numbingly dull experience '
numbingly dull,0,'numbingly dull '
"A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for -- well , I 'm not exactly sure what -- and has all the dramatic weight of a raindrop .",0,"`` boring , pretentious middle uses sensational , real life 19th century crime metaphor well , 'm exactly sure dramatic weight raindrop . ''"
"A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for -- well , I 'm not exactly sure what -- and has all the dramatic weight of a raindrop",0,"`` boring , pretentious middle uses sensational , real life 19th century crime metaphor well , 'm exactly sure dramatic weight raindrop ''"
"boring , pretentious",0,"'boring , pretentious '"
all the dramatic weight of a raindrop,0,'all dramatic weight raindrop '
"is a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text -- when it 's really an exercise in gross romanticization of the delusional personality type",0,"`` decomposition healthy eccentric inspiration ambition wearing cloak sentimental , straightforward text 's really exercise gross romanticization delusional personality type ''"
"a decomposition of healthy eccentric inspiration and ambition -- wearing a cloak of unsentimental , straightforward text --",0,"' decomposition healthy eccentric inspiration ambition wearing cloak sentimental , straightforward text '"
when it 's really an exercise in gross romanticization of the delusional personality type,0,`` 's really exercise gross romanticization delusional personality type ''
"feels secondhand , familiar -- and not in a good way",0,"'feels secondhand , familiar good way '"
ca n't quite live up to it,0,`` ca n't quite live ''
One of the most unpleasant things the studio has ever produced .,0,'one unpleasant things studio ever produced . '
unable to reproduce the special spark between the characters that made the first film such a delight,0,'unable reproduce special spark characters made first film delight '
a terrible film,0,' terrible film '
terrible film,0,'terrible film '
"'s a pedestrian , flat drama that screams out ` amateur ' in almost every frame .",0,"`` 's pedestrian , flat drama screams amateur ' almost every frame . ''"
"'s a pedestrian , flat drama that screams out ` amateur ' in almost every frame",0,"`` 's pedestrian , flat drama screams amateur ' almost every frame ''"
"pedestrian , flat drama",0,"'pedestrian , flat drama '"
that screams out ` amateur ' in almost every frame,0,`` screams amateur ' almost every frame ''
"Evelyn may be based on a true and historically significant story , but the filmmakers have made every effort to disguise it as an unimaginative screenwriter 's invention .",0,"`` even may based true historically significant story , filmmakers made every effort disguise imaginative screenwriter 's invention . ''"
as an unimaginative screenwriter 's invention,0,`` imaginative screenwriter 's invention ''
an unimaginative screenwriter 's invention,0,`` imaginative screenwriter 's invention ''
"'s a glorified sitcom , and a long , unfunny one at that .",0,"`` 's glorified sitcom , long , funny one . ''"
"a glorified sitcom , and a long , unfunny one at that",0,"' glorified sitcom , long , funny one '"
"a long , unfunny one",0,"' long , funny one '"
unfunny one,0,'funny one '
by the movie 's sophomoric blend of shenanigans and slapstick,0,`` movie 's sophomore blend shenanigans slapstick ''
Has the disjointed feel of a bunch of strung-together TV episodes .,0,'has disjointed feel bunch strung together tv episodes . '
